gisjoin,fips,adi_natrank,adi_staternk
G37015509602011,371559602011,74,7
G37015509602012,371559602012,88,9
G37015509602013,371559602013,86,9
G37015509602021,371559602021,91,10
G37015509602022,371559602022,89,9
G37015509603001,371559603001,93,10
G37015509603002,371559603002,85,9
G37015509603003,371559603003,96,10
G37015509603004,371559603004,88,9
G37015509604011,371559604011,90,10
G37015509604012,371559604012,83,9
G37015509604013,371559604013,93,10
G37015509604014,371559604014,78,8
G37015509604021,371559604021,86,9
G37015509604022,371559604022,75,7
G37015509605011,371559605011,90,10
G37015509605012,371559605012,83,9
G37015509605022,371559605022,90,10
G37015509605023,371559605023,88,9
G37015509605031,371559605031,64,6
G37015509606001,371559606001,86,9
G37015509606002,371559606002,81,8
G37015509606003,371559606003,90,10
G37015509607011,371559607011,78,8
G37015509607012,371559607012,91,10
G37015509607013,371559607013,60,5
G37015509607021,371559607021,96,10
G37015509607022,371559607022,77,8
G37015509608012,371559608012,95,10
G37015509608013,371559608013,100,10
G37015509608014,371559608014,98,10
G37015509608021,371559608021,93,10
G37015509609001,371559609001,54,4
G37015509609002,371559609002,67,6
G37015509610001,371559610001,67,6
G37015509610002,371559610002,74,7
G37015509610003,371559610003,92,10
G37015509611001,371559611001,95,10
G37015509611002,371559611002,94,10
G37015509612001,371559612001,86,9
G37015509612002,371559612002,85,9
G37015509612003,371559612003,95,10
G37015509613011,371559613011,42,3
G37015509613012,371559613012,85,9
G37015509613021,371559613021,37,3
G37015509613022,371559613022,91,10
G37015509613023,371559613023,94,10
G37015509613024,371559613024,79,8
G37015509613025,371559613025,95,10
G37015509614001,371559614001,75,7
G37015509614002,371559614002,83,9
G37015509615001,371559615001,85,9
G37015509615002,371559615002,90,10
G37015509615003,371559615003,84,9
G37015509615004,371559615004,90,10
G37015509616011,371559616011,84,9
G37015509616012,371559616012,85,9
G37015509616021,371559616021,88,9
G37015509616022,371559616022,87,9
G37015509616023,371559616023,88,9
G37015509617001,371559617001,94,10
G37015509617002,371559617002,91,10
G37015509617003,371559617003,79,8
G37015509617004,371559617004,91,10
G37015509618011,371559618011,85,9
G37015509618012,371559618012,92,10
G37015509618021,371559618021,93,10
G37015509618022,371559618022,84,9
G37015509618023,371559618023,88,9
G37015509618024,371559618024,94,10
G37015509619001,371559619001,92,10
G37015509619002,371559619002,92,10
G37015509619003,371559619003,82,9
G37015509619004,371559619004,82,9
G37015509619005,371559619005,93,10
G37015509620011,371559620011,91,10
G37015509620012,371559620012,94,10
G37015509620013,371559620013,85,9
G37015509620021,371559620021,90,10
G37015509620022,371559620022,91,10
G37015700401011,371570401011,86,9
G37015700401012,371570401012,65,6
G37015700401013,371570401013,76,8
G37015700401021,371570401021,60,5
G37015700401022,371570401022,66,6
G37015700401023,371570401023,80,8
G37015700402001,371570402001,83,9
G37015700402002,371570402002,92,10
G37015700402003,371570402003,86,9
G37015700403001,371570403001,62,6
G37015700403002,371570403002,76,8
G37015700403003,371570403003,60,5
G37015700404001,371570404001,89,9
G37015700404002,371570404002,89,9
G37015700404003,371570404003,85,9
G37015700404004,371570404004,96,10
G37015700405011,371570405011,83,9
G37015700405012,371570405012,90,10
G37015700405013,371570405013,90,10
G37015700405021,371570405021,55,5
G37015700405022,371570405022,80,8
G37015700405023,371570405023,85,9
G37015700406011,371570406011,78,8
G37015700406012,371570406012,80,8
G37015700406013,371570406013,45,3
G37015700406021,371570406021,45,3
G37015700406022,371570406022,76,8
G37015700406023,371570406023,74,7
G37015700407001,371570407001,76,8
G37015700407002,371570407002,80,8
G37015700407003,371570407003,71,7
G37015700407004,371570407004,80,8
G37015700408001,371570408001,76,8
G37015700409001,371570409001,45,3
G37015700409002,371570409002,90,10
G37015700409003,371570409003,85,9
G37015700410011,371570410011,67,6
G37015700410012,371570410012,59,5
G37015700410013,371570410013,74,7
G37015700410014,371570410014,74,7
G37015700410021,371570410021,50,4
G37015700410022,371570410022,54,4
G37015700410023,371570410023,50,4
G37015700411001,371570411001,63,6
G37015700411002,371570411002,57,5
G37015700411003,371570411003,66,6
G37015700411004,371570411004,58,5
G37015700411005,371570411005,74,7
G37015700411006,371570411006,62,6
G37015700412001,371570412001,69,7
G37015700412002,371570412002,90,10
G37015700412003,371570412003,84,9
G37015700412004,371570412004,81,8
G37015700413001,371570413001,78,8
G37015700413002,371570413002,54,4
G37015700413003,371570413003,73,7
G37015700413004,371570413004,82,9
G37015700414001,371570414001,89,9
G37015700414002,371570414002,88,9
G37015700414003,371570414003,88,9
G37015700415001,371570415001,81,8
G37015700415002,371570415002,57,5
G37015700415003,371570415003,38,3
G37015700415004,371570415004,55,5
G37015700416011,371570416011,43,3
G37015700416012,371570416012,63,6
G37015700416021,371570416021,51,4
G37015700416022,371570416022,70,7
G37015700416023,371570416023,36,2
G37015900502011,371590502011,93,10
G37015900502012,371590502012,75,7
G37015900502013,371590502013,42,3
G37015900502021,371590502021,81,8
G37015900502022,371590502022,71,7
G37015900502023,371590502023,60,5
G37015900503001,371590503001,69,7
G37015900503002,371590503002,80,8
G37015900503003,371590503003,79,8
G37015900504001,371590504001,87,9
G37015900505001,371590505001,20,1
G37015900505002,371590505002,61,5
G37015900507001,371590507001,73,7
G37015900507002,371590507002,85,9
G37015900507003,371590507003,77,8
G37015900507004,371590507004,64,6
G37015900508001,371590508001,66,6
G37015900508002,371590508002,90,10
G37015900508003,371590508003,92,10
G37015900508004,371590508004,58,5
G37015900509011,371590509011,38,3
G37015900509012,371590509012,37,3
G37015900509013,371590509013,46,3
G37015900509031,371590509031,54,4
G37015900509032,371590509032,65,6
G37015900509033,371590509033,53,4
G37015900509041,371590509041,47,4
G37015900509042,371590509042,77,8
G37015900509043,371590509043,80,8
G37015900510011,371590510011,72,7
G37015900510012,371590510012,67,6
G37015900510013,371590510013,61,5
G37015900510014,371590510014,70,7
G37015900510021,371590510021,52,4
G37015900510022,371590510022,54,4
G37015900510023,371590510023,53,4
G37015900510024,371590510024,48,4
G37015900511011,371590511011,42,3
G37015900511012,371590511012,80,8
G37015900511013,371590511013,67,6
G37015900511014,371590511014,60,5
G37015900511021,371590511021,75,7
G37015900511022,371590511022,61,5
G37015900512011,371590512011,67,6
G37015900512013,371590512013,56,5
G37015900512021,371590512021,84,9
G37015900512022,371590512022,42,3
G37015900512041,371590512041,70,7
G37015900512042,371590512042,42,3
G37015900513011,371590513011,63,6
G37015900513012,371590513012,46,3
G37015900513021,371590513021,28,2
G37015900513022,371590513022,61,5
G37015900513023,371590513023,74,7
G37015900513031,371590513031,63,6
G37015900513032,371590513032,56,5
G37015900513033,371590513033,51,4
G37015900513034,371590513034,81,8
G37015900513035,371590513035,65,6
G37015900514001,371590514001,44,3
G37015900514002,371590514002,55,5
G37015900514003,371590514003,81,8
G37015900514004,371590514004,76,8
G37015900515011,371590515011,86,9
G37015900515012,371590515012,96,10
G37015900515013,371590515013,52,4
G37015900515021,371590515021,58,5
G37015900515022,371590515022,74,7
G37015900516001,371590516001,94,10
G37015900516002,371590516002,60,5
G37015900516003,371590516003,59,5
G37015900516004,371590516004,75,7
G37015900516005,371590516005,67,6
G37015900517001,371590517001,78,8
G37015900517002,371590517002,37,3
G37015900517003,371590517003,81,8
G37015900517004,371590517004,84,9
G37015900517005,371590517005,51,4
G37015900518011,371590518011,75,7
G37015900518012,371590518012,48,4
G37015900518013,371590518013,66,6
G37015900518021,371590518021,44,3
G37015900518022,371590518022,54,4
G37015900519011,371590519011,50,4
G37015900519012,371590519012,55,5
G37015900519021,371590519021,71,7
G37015900519022,371590519022,57,5
G37015900519023,371590519023,53,4
G37015900519024,371590519024,55,5
G37015900520002,371590520002,79,8
G37016109601001,371619601001,83,9
G37016109601002,371619601002,65,6
G37016109601003,371619601003,62,6
G37016109601004,371619601004,74,7
G37016109602001,371619602001,86,9
G37016109602002,371619602002,64,6
G37016109602003,371619602003,62,6
G37016109602004,371619602004,77,8
G37016109603001,371619603001,28,2
G37016109603002,371619603002,34,2
G37016109603003,371619603003,43,3
G37016109603004,371619603004,36,2
G37016109604001,371619604001,70,7
G37016109604002,371619604002,62,6
G37016109605001,371619605001,67,6
G37016109605002,371619605002,66,6
G37016109605003,371619605003,97,10
G37016109605004,371619605004,73,7
G37016109605005,371619605005,32,2
G37016109605006,371619605006,64,6
G37016109605007,371619605007,65,6
G37016109606001,371619606001,89,9
G37016109606002,371619606002,98,10
G37016109606003,371619606003,64,6
G37016109607001,371619607001,79,8
G37016109607002,371619607002,78,8
G37016109607003,371619607003,88,9
G37016109607004,371619607004,78,8
G37016109607005,371619607005,53,4
G37016109608001,371619608001,94,10
G37016109608002,371619608002,78,8
G37016109608003,371619608003,99,10
G37016109608004,371619608004,95,10
G37016109608005,371619608005,62,6
G37016109609001,371619609001,85,9
G37016109609002,371619609002,84,9
G37016109609003,371619609003,72,7
G37016109609004,371619609004,76,8
G37016109610001,371619610001,42,3
G37016109610002,371619610002,78,8
G37016109610003,371619610003,73,7
G37016109610004,371619610004,81,8
G37016109610005,371619610005,74,7
G37016109611011,371619611011,77,8
G37016109611012,371619611012,64,6
G37016109611013,371619611013,90,10
G37016109611014,371619611014,89,9
G37016109611021,371619611021,79,8
G37016109611022,371619611022,62,6
G37016109612001,371619612001,79,8
G37016109612002,371619612002,57,5
G37016109612003,371619612003,73,7
G37016309701001,371639701001,81,8
G37016309701002,371639701002,98,10
G37016309701003,371639701003,99,10
G37016309701004,371639701004,95,10
G37016309701005,371639701005,66,6
G37016309701006,371639701006,71,7
G37016309702001,371639702001,57,5
G37016309702002,371639702002,64,6
G37016309702003,371639702003,80,8
G37016309702004,371639702004,68,6
G37016309703011,371639703011,81,8
G37016309703012,371639703012,69,7
G37016309703013,371639703013,77,8
G37016309703021,371639703021,68,6
G37016309703022,371639703022,78,8
G37016309703023,371639703023,39,3
G37016309704001,371639704001,84,9
G37016309704002,371639704002,95,10
G37016309704003,371639704003,81,8
G37016309704004,371639704004,86,9
G37016309705001,371639705001,84,9
G37016309705002,371639705002,88,9
G37016309705003,371639705003,87,9
G37016309705004,371639705004,80,8
G37016309706001,371639706001,66,6
G37016309706002,371639706002,57,5
G37016309706003,371639706003,93,10
G37016309706004,371639706004,89,9
G37016309707001,371639707001,76,8
G37016309707002,371639707002,57,5
G37016309707003,371639707003,71,7
G37016309707004,371639707004,86,9
G37016309707005,371639707005,69,7
G37016309708001,371639708001,73,7
G37016309708002,371639708002,78,8
G37016309708003,371639708003,64,6
G37016309708004,371639708004,76,8
G37016309708005,371639708005,85,9
G37016309709001,371639709001,87,9
G37016309709002,371639709002,83,9
G37016309709003,371639709003,90,10
G37016309710001,371639710001,78,8
G37016309710002,371639710002,84,9
G37016309710003,371639710003,88,9
G37016309710004,371639710004,83,9
G37016500101011,371650101011,57,5
G37016500101012,371650101012,67,6
G37016500101021,371650101021,53,4
G37016500101022,371650101022,98,10
G37016500101023,371650101023,50,4
G37016500101024,371650101024,86,9
G37016500102001,371650102001,96,10
G37016500102002,371650102002,92,10
G37016500102003,371650102003,87,9
G37016500102004,371650102004,94,10
G37016500103001,371650103001,72,7
G37016500103002,371650103002,96,10
G37016500103003,371650103003,96,10
G37016500103004,371650103004,95,10
G37016500103005,371650103005,91,10
G37016500104002,371650104002,71,7
G37016500105001,371650105001,91,10
G37016500105002,371650105002,82,9
G37016500105003,371650105003,90,10
G37016500105004,371650105004,94,10
G37016500105005,371650105005,80,8
G37016500106001,371650106001,89,9
G37016500106002,371650106002,82,9
G37016500106003,371650106003,82,9
G37016500106004,371650106004,86,9
G37016500106005,371650106005,87,9
G37016709301012,371679301012,76,8
G37016709301013,371679301013,51,4
G37016709301021,371679301021,60,5
G37016709301022,371679301022,72,7
G37016709301023,371679301023,73,7
G37016709302002,371679302002,57,5
G37016709302003,371679302003,74,7
G37016709303001,371679303001,53,4
G37016709303002,371679303002,73,7
G37016709303003,371679303003,67,6
G37016709305001,371679305001,92,10
G37016709305002,371679305002,53,4
G37016709305003,371679305003,92,10
G37016709307001,371679307001,53,4
G37016709307002,371679307002,73,7
G37016709307003,371679307003,60,5
G37016709308011,371679308011,57,5
G37016709308012,371679308012,49,4
G37016709308021,371679308021,50,4
G37016709308022,371679308022,55,5
G37016709309001,371679309001,64,6
G37016709309002,371679309002,57,5
G37016709309003,371679309003,61,5
G37016709309004,371679309004,54,4
G37016709310001,371679310001,70,7
G37016709310002,371679310002,65,6
G37016709310003,371679310003,80,8
G37016709310004,371679310004,59,5
G37016709310005,371679310005,54,4
G37016709311001,371679311001,63,6
G37016709311002,371679311002,90,10
G37016709311003,371679311003,77,8
G37016709311004,371679311004,82,9
G37016709311005,371679311005,42,3
G37016709312011,371679312011,96,10
G37016709312012,371679312012,38,3
G37016709312013,371679312013,54,4
G37016709312014,371679312014,51,4
G37016709312015,371679312015,78,8
G37016709312016,371679312016,99,10
G37016709312017,371679312017,85,9
G37016709312021,371679312021,57,5
G37016709312022,371679312022,77,8
G37016709312023,371679312023,72,7
G37016900701001,371690701001,64,6
G37016900701002,371690701002,80,8
G37016900701003,371690701003,77,8
G37016900701004,371690701004,32,2
G37016900701005,371690701005,73,7
G37016900702001,371690702001,71,7
G37016900702002,371690702002,71,7
G37016900702003,371690702003,55,5
G37016900703001,371690703001,61,5
G37016900703002,371690703002,81,8
G37016900703003,371690703003,65,6
G37016900704001,371690704001,73,7
G37016900704002,371690704002,70,7
G37016900704003,371690704003,52,4
G37016900705011,371690705011,76,8
G37016900705012,371690705012,63,6
G37016900705013,371690705013,62,6
G37016900705014,371690705014,70,7
G37016900705031,371690705031,97,10
G37016900705032,371690705032,55,5
G37016900705033,371690705033,37,3
G37016900705034,371690705034,63,6
G37016900705041,371690705041,72,7
G37016900705042,371690705042,64,6
G37016900706001,371690706001,73,7
G37016900706002,371690706002,39,3
G37016900706003,371690706003,51,4
G37016900707001,371690707001,70,7
G37016900707002,371690707002,83,9
G37016900707003,371690707003,69,7
G37016900707004,371690707004,80,8
G37017109301011,371719301011,77,8
G37017109301012,371719301012,59,5
G37017109301021,371719301021,72,7
G37017109301022,371719301022,68,6
G37017109301023,371719301023,73,7
G37017109302011,371719302011,76,8
G37017109302012,371719302012,77,8
G37017109302013,371719302013,90,10
G37017109302021,371719302021,66,6
G37017109302022,371719302022,62,6
G37017109302023,371719302023,69,7
G37017109303011,371719303011,84,9
G37017109303012,371719303012,32,2
G37017109303021,371719303021,75,7
G37017109303022,371719303022,63,6
G37017109303023,371719303023,52,4
G37017109304001,371719304001,88,9
G37017109304002,371719304002,88,9
G37017109305011,371719305011,71,7
G37017109305012,371719305012,47,4
G37017109305021,371719305021,67,6
G37017109305022,371719305022,86,9
G37017109305023,371719305023,97,10
G37017109305024,371719305024,75,7
G37017109306001,371719306001,64,6
G37017109306002,371719306002,74,7
G37017109306003,371719306003,72,7
G37017109307001,371719307001,74,7
G37017109307002,371719307002,83,9
G37017109307003,371719307003,66,6
G37017109307004,371719307004,81,8
G37017109308011,371719308011,83,9
G37017109308012,371719308012,69,7
G37017109308013,371719308013,73,7
G37017109308014,371719308014,97,10
G37017109308021,371719308021,71,7
G37017109308022,371719308022,82,9
G37017109308023,371719308023,75,7
G37017109309011,371719309011,78,8
G37017109309012,371719309012,78,8
G37017109309013,371719309013,50,4
G37017109309014,371719309014,55,5
G37017109309021,371719309021,48,4
G37017109310011,371719310011,78,8
G37017109310012,371719310012,73,7
G37017109310021,371719310021,89,9
G37017109310022,371719310022,55,5
G37017109310023,371719310023,57,5
G37017109310024,371719310024,58,5
G37017109310031,371719310031,77,8
G37017109310032,371719310032,84,9
G37017109311011,371719311011,75,7
G37017109311012,371719311012,58,5
G37017109311021,371719311021,74,7
G37017109311022,371719311022,63,6
G37017109311031,371719311031,46,3
G37017109312001,371719312001,59,5
G37017109312002,371719312002,64,6
G37017109312003,371719312003,46,3
G37017309401001,371739401001,90,10
G37017309401002,371739401002,65,6
G37017309401003,371739401003,70,7
G37017309602001,371739602001,61,5
G37017309602002,371739602002,77,8
G37017309602003,371739602003,80,8
G37017309603011,371739603011,57,5
G37017309603012,371739603012,51,4
G37017309603013,371739603013,70,7
G37017309603021,371739603021,62,6
G37017309603022,371739603022,57,5
G37017509601001,371759601001,40,3
G37017509601002,371759601002,61,5
G37017509601003,371759601003,42,3
G37017509602001,371759602001,52,4
G37017509602002,371759602002,49,4
G37017509602003,371759602003,55,5
G37017509603001,371759603001,55,5
G37017509603002,371759603002,62,6
G37017509603003,371759603003,49,4
G37017509603004,371759603004,38,3
G37017509603005,371759603005,35,2
G37017509603006,371759603006,35,2
G37017509603007,371759603007,48,4
G37017509604011,371759604011,43,3
G37017509604012,371759604012,29,2
G37017509604021,371759604021,26,2
G37017509604022,371759604022,41,3
G37017509604023,371759604023,50,4
G37017509605001,371759605001,51,4
G37017509605002,371759605002,72,7
G37017509605003,371759605003,53,4
G37017509605004,371759605004,47,4
G37017509606001,371759606001,27,2
G37017509606002,371759606002,60,5
G37017509606003,371759606003,37,3
G37017709601002,371779601002,98,10
G37017709601003,371779601003,83,9
G37017709601004,371779601004,67,6
G37017900201001,371790201001,51,4
G37017900201002,371790201002,46,3
G37017900201003,371790201003,36,2
G37017900202021,371790202021,39,3
G37017900202022,371790202022,25,2
G37017900202023,371790202023,66,6
G37017900202024,371790202024,39,3
G37017900202031,371790202031,21,1
G37017900202032,371790202032,19,1
G37017900202041,371790202041,45,3
G37017900202042,371790202042,42,3
G37017900202043,371790202043,37,3
G37017900203051,371790203051,45,3
G37017900203052,371790203052,25,2
G37017900203061,371790203061,44,3
G37017900203062,371790203062,42,3
G37017900203063,371790203063,54,4
G37017900203071,371790203071,46,3
G37017900203072,371790203072,39,3
G37017900203073,371790203073,43,3
G37017900203081,371790203081,39,3
G37017900203082,371790203082,43,3
G37017900203083,371790203083,34,2
G37017900203091,371790203091,27,2
G37017900203101,371790203101,12,1
G37017900203102,371790203102,62,6
G37017900203103,371790203103,29,2
G37017900203111,371790203111,36,2
G37017900203112,371790203112,49,4
G37017900203113,371790203113,37,3
G37017900203121,371790203121,55,5
G37017900203122,371790203122,55,5
G37017900203131,371790203131,41,3
G37017900203141,371790203141,30,2
G37017900203142,371790203142,38,3
G37017900203151,371790203151,5,1
G37017900203152,371790203152,37,3
G37017900203161,371790203161,31,2
G37017900203162,371790203162,38,3
G37017900203171,371790203171,27,2
G37017900203172,371790203172,35,2
G37017900203173,371790203173,25,2
G37017900204011,371790204011,31,2
G37017900204012,371790204012,46,3
G37017900204031,371790204031,49,4
G37017900204032,371790204032,53,4
G37017900204033,371790204033,51,4
G37017900204041,371790204041,70,7
G37017900204042,371790204042,97,10
G37017900204043,371790204043,99,10
G37017900204044,371790204044,89,9
G37017900205011,371790205011,46,3
G37017900205012,371790205012,81,8
G37017900205013,371790205013,79,8
G37017900205021,371790205021,70,7
G37017900205022,371790205022,45,3
G37017900206011,371790206011,42,3
G37017900206012,371790206012,79,8
G37017900206013,371790206013,75,7
G37017900206021,371790206021,45,3
G37017900206022,371790206022,86,9
G37017900207011,371790207011,52,4
G37017900207012,371790207012,57,5
G37017900207021,371790207021,63,6
G37017900207022,371790207022,59,5
G37017900208001,371790208001,50,4
G37017900208002,371790208002,45,3
G37017900208003,371790208003,58,5
G37017900208004,371790208004,70,7
G37017900208005,371790208005,56,5
G37017900209011,371790209011,50,4
G37017900209012,371790209012,62,6
G37017900209013,371790209013,43,3
G37017900209021,371790209021,52,4
G37017900209022,371790209022,49,4
G37017900209023,371790209023,39,3
G37017900210041,371790210041,20,1
G37017900210042,371790210042,37,3
G37017900210051,371790210051,69,7
G37017900210052,371790210052,49,4
G37017900210053,371790210053,45,3
G37017900210061,371790210061,7,1
G37017900210062,371790210062,10,1
G37017900210071,371790210071,4,1
G37017900210072,371790210072,3,1
G37017900210081,371790210081,6,1
G37017900210082,371790210082,9,1
G37017900210083,371790210083,13,1
G37017900210091,371790210091,5,1
G37017900210101,371790210101,8,1
G37017900210102,371790210102,8,1
G37017900210103,371790210103,6,1
G37017900210111,371790210111,7,1
G37017900210112,371790210112,5,1
G37017900210113,371790210113,11,1
G37017900210121,371790210121,18,1
G37017900210122,371790210122,13,1
G37017900210131,371790210131,27,2
G37017900210132,371790210132,35,2
G37017900210141,371790210141,45,3
G37017900210142,371790210142,49,4
G37017900210151,371790210151,46,3
G37017900210152,371790210152,28,2
G37018109601001,371819601001,79,8
G37018109601002,371819601002,42,3
G37018109601003,371819601003,86,9
G37018109602001,371819602001,61,5
G37018109602002,371819602002,83,9
G37018109602003,371819602003,66,6
G37018109603001,371819603001,70,7
G37018109603002,371819603002,62,6
G37018109603003,371819603003,45,3
G37018109604001,371819604001,67,6
G37018109604002,371819604002,40,3
G37018109604003,371819604003,56,5
G37018109605001,371819605001,88,9
G37018109605002,371819605002,94,10
G37018109605003,371819605003,100,10
G37018109605004,371819605004,76,8
G37018109605005,371819605005,91,10
G37018109606001,371819606001,92,10
G37018109607001,371819607001,84,9
G37018109607002,371819607002,96,10
G37018109607003,371819607003,99,10
G37018109607004,371819607004,88,9
G37018109607005,371819607005,94,10
G37018109608001,371819608001,87,9
G37018109608002,371819608002,99,10
G37018109608003,371819608003,92,10
G37018109609001,371819609001,81,8
G37018109609002,371819609002,91,10
G37018109609003,371819609003,87,9
G37018109609004,371819609004,77,8
G37018109610001,371819610001,66,6
G37018109610002,371819610002,81,8
G37018109610003,371819610003,57,5
G37018300503001,371830503001,35,2
G37018300503002,371830503002,28,2
G37018300504001,371830504001,15,1
G37018300505001,371830505001,39,3
G37018300505002,371830505002,44,3
G37018300505003,371830505003,39,3
G37018300506002,371830506002,80,8
G37018300506003,371830506003,33,2
G37018300507001,371830507001,54,4
G37018300507002,371830507002,95,10
G37018300507003,371830507003,62,6
G37018300508001,371830508001,82,9
G37018300508002,371830508002,82,9
G37018300509002,371830509002,79,8
G37018300509003,371830509003,91,10
G37018300510001,371830510001,35,2
G37018300510002,371830510002,30,2
G37018300511012,371830511012,77,8
G37018300512001,371830512001,16,1
G37018300512002,371830512002,15,1
G37018300512003,371830512003,21,1
G37018300514001,371830514001,16,1
G37018300514002,371830514002,28,2
G37018300514003,371830514003,11,1
G37018300514005,371830514005,32,2
G37018300515011,371830515011,10,1
G37018300515012,371830515012,5,1
G37018300515021,371830515021,11,1
G37018300515022,371830515022,10,1
G37018300516001,371830516001,8,1
G37018300516002,371830516002,6,1
G37018300516003,371830516003,4,1
G37018300516004,371830516004,7,1
G37018300516005,371830516005,1,1
G37018300517001,371830517001,4,1
G37018300517002,371830517002,3,1
G37018300517003,371830517003,2,1
G37018300518001,371830518001,24,2
G37018300518002,371830518002,9,1
G37018300518003,371830518003,28,2
G37018300519001,371830519001,51,4
G37018300519002,371830519002,77,8
G37018300519003,371830519003,64,6
G37018300520011,371830520011,98,10
G37018300520012,371830520012,68,6
G37018300520021,371830520021,76,8
G37018300520022,371830520022,82,9
G37018300520023,371830520023,74,7
G37018300520024,371830520024,85,9
G37018300521011,371830521011,52,4
G37018300521012,371830521012,60,5
G37018300521013,371830521013,83,9
G37018300521014,371830521014,76,8
G37018300521021,371830521021,56,5
G37018300521022,371830521022,77,8
G37018300523011,371830523011,47,4
G37018300523012,371830523012,89,9
G37018300523013,371830523013,58,5
G37018300523021,371830523021,61,5
G37018300523022,371830523022,50,4
G37018300523023,371830523023,58,5
G37018300524011,371830524011,29,2
G37018300524041,371830524041,29,2
G37018300524042,371830524042,54,4
G37018300524043,371830524043,23,1
G37018300524061,371830524061,58,5
G37018300524062,371830524062,75,7
G37018300524063,371830524063,68,6
G37018300524071,371830524071,56,5
G37018300524072,371830524072,57,5
G37018300524081,371830524081,47,4
G37018300524082,371830524082,78,8
G37018300524091,371830524091,99,10
G37018300524093,371830524093,95,10
G37018300525031,371830525031,32,2
G37018300525032,371830525032,11,1
G37018300525033,371830525033,16,1
G37018300525041,371830525041,33,2
G37018300525042,371830525042,25,2
G37018300525043,371830525043,27,2
G37018300525051,371830525051,22,1
G37018300525052,371830525052,30,2
G37018300525061,371830525061,16,1
G37018300525062,371830525062,32,2
G37018300525071,371830525071,24,2
G37018300525072,371830525072,38,3
G37018300526011,371830526011,11,1
G37018300526012,371830526012,18,1
G37018300526021,371830526021,30,2
G37018300526022,371830526022,17,1
G37018300526023,371830526023,45,3
G37018300526031,371830526031,4,1
G37018300526032,371830526032,18,1
G37018300527011,371830527011,32,2
G37018300527012,371830527012,57,5
G37018300527013,371830527013,27,2
G37018300527041,371830527041,98,10
G37018300527042,371830527042,97,10
G37018300527043,371830527043,63,6
G37018300527051,371830527051,54,4
G37018300527052,371830527052,52,4
G37018300527061,371830527061,61,6
G37018300527062,371830527062,54,4
G37018300527063,371830527063,46,3
G37018300527071,371830527071,53,4
G37018300527072,371830527072,61,6
G37018300527073,371830527073,44,3
G37018300528011,371830528011,29,2
G37018300528012,371830528012,34,2
G37018300528013,371830528013,43,3
G37018300528014,371830528014,61,6
G37018300528015,371830528015,99,10
G37018300528021,371830528021,52,4
G37018300528022,371830528022,81,8
G37018300528023,371830528023,44,3
G37018300528024,371830528024,40,3
G37018300528031,371830528031,62,6
G37018300528032,371830528032,43,3
G37018300528033,371830528033,52,4
G37018300528061,371830528061,45,3
G37018300528062,371830528062,60,5
G37018300528063,371830528063,54,4
G37018300528064,371830528064,46,3
G37018300528071,371830528071,41,3
G37018300528072,371830528072,54,4
G37018300528081,371830528081,52,4
G37018300528082,371830528082,55,5
G37018300528083,371830528083,16,1
G37018300528084,371830528084,41,3
G37018300528091,371830528091,61,6
G37018300528092,371830528092,54,4
G37018300529011,371830529011,37,3
G37018300529021,371830529021,35,2
G37018300529022,371830529022,30,2
G37018300529031,371830529031,25,2
G37018300529041,371830529041,31,2
G37018300529042,371830529042,35,2
G37018300529043,371830529043,42,3
G37018300530031,371830530031,25,2
G37018300530032,371830530032,7,1
G37018300530041,371830530041,18,1
G37018300530042,371830530042,6,1
G37018300530051,371830530051,12,1
G37018300530052,371830530052,9,1
G37018300530053,371830530053,7,1
G37018300530061,371830530061,11,1
G37018300530071,371830530071,14,1
G37018300530072,371830530072,13,1
G37018300530081,371830530081,44,3
G37018300530082,371830530082,27,2
G37018300530083,371830530083,23,1
G37018300530084,371830530084,23,1
G37018300530091,371830530091,96,10
G37018300530092,371830530092,25,2
G37018300530093,371830530093,34,2
G37018300530094,371830530094,53,4
G37018300531051,371830531051,30,2
G37018300531061,371830531061,38,3
G37018300531071,371830531071,34,2
G37018300531072,371830531072,63,6
G37018300531073,371830531073,46,3
G37018300531081,371830531081,48,4
G37018300531082,371830531082,32,2
G37018300531091,371830531091,23,1
G37018300531092,371830531092,47,4
G37018300531101,371830531101,31,2
G37018300531102,371830531102,38,3
G37018300531103,371830531103,45,3
G37018300531111,371830531111,28,2
G37018300531112,371830531112,37,3
G37018300531113,371830531113,85,9
G37018300532011,371830532011,14,1
G37018300532012,371830532012,17,1
G37018300532021,371830532021,9,1
G37018300532022,371830532022,11,1
G37018300532031,371830532031,30,2
G37018300532032,371830532032,17,1
G37018300532041,371830532041,31,2
G37018300532042,371830532042,44,3
G37018300532051,371830532051,22,1
G37018300532061,371830532061,34,2
G37018300532071,371830532071,30,2
G37018300532072,371830532072,18,1
G37018300534051,371830534051,8,1
G37018300534052,371830534052,5,1
G37018300534053,371830534053,13,1
G37018300534081,371830534081,11,1
G37018300534082,371830534082,9,1
G37018300534091,371830534091,10,1
G37018300534092,371830534092,9,1
G37018300534093,371830534093,9,1
G37018300534101,371830534101,6,1
G37018300534111,371830534111,7,1
G37018300534112,371830534112,6,1
G37018300534121,371830534121,11,1
G37018300534122,371830534122,15,1
G37018300534123,371830534123,10,1
G37018300534131,371830534131,19,1
G37018300534132,371830534132,23,1
G37018300534141,371830534141,17,1
G37018300534142,371830534142,20,1
G37018300534151,371830534151,12,1
