gisjoin,fips,adi_natrank,adi_staternk
G37012309603002,371239603002,52,4
G37012309603003,371239603003,62,6
G37012309604011,371239604011,83,9
G37012309604012,371239604012,84,9
G37012309604021,371239604021,66,6
G37012309604022,371239604022,87,9
G37012309605001,371239605001,84,9
G37012309605002,371239605002,90,10
G37012309605003,371239605003,91,10
G37012309605004,371239605004,74,7
G37012509501001,371259501001,79,8
G37012509501002,371259501002,74,7
G37012509501003,371259501003,86,9
G37012509502001,371259502001,76,8
G37012509502002,371259502002,64,6
G37012509502003,371259502003,85,9
G37012509502004,371259502004,73,7
G37012509502005,371259502005,86,9
G37012509503011,371259503011,84,9
G37012509503012,371259503012,96,10
G37012509503013,371259503013,50,4
G37012509503014,371259503014,39,3
G37012509503021,371259503021,59,5
G37012509503022,371259503022,17,1
G37012509503023,371259503023,34,2
G37012509504011,371259504011,52,4
G37012509504012,371259504012,54,4
G37012509504013,371259504013,54,4
G37012509504021,371259504021,68,6
G37012509504022,371259504022,72,7
G37012509504023,371259504023,54,4
G37012509505011,371259505011,79,8
G37012509505012,371259505012,85,9
G37012509505013,371259505013,34,2
G37012509505014,371259505014,100,10
G37012509505021,371259505021,74,7
G37012509505022,371259505022,53,4
G37012509505023,371259505023,26,2
G37012509505024,371259505024,27,2
G37012509506011,371259506011,13,1
G37012509506012,371259506012,16,1
G37012509506021,371259506021,83,9
G37012509506022,371259506022,21,1
G37012509506023,371259506023,38,3
G37012509507011,371259507011,24,2
G37012509507012,371259507012,33,2
G37012509507013,371259507013,29,2
G37012509507021,371259507021,24,2
G37012509508011,371259508011,99,10
G37012509508012,371259508012,89,9
G37012509508013,371259508013,16,1
G37012509508021,371259508021,50,4
G37012509508022,371259508022,21,1
G37012509509001,371259509001,53,4
G37012509509002,371259509002,88,9
G37012509509003,371259509003,44,3
G37012509510001,371259510001,43,3
G37012509510002,371259510002,13,1
G37012509510003,371259510003,25,2
G37012509511001,371259511001,27,2
G37012509511002,371259511002,67,6
G37012509511003,371259511003,26,2
G37012509511004,371259511004,64,6
G37012509511005,371259511005,82,8
G37012509512001,371259512001,59,5
G37012509512002,371259512002,60,5
G37012509512003,371259512003,85,9
G37012700102001,371270102001,93,10
G37012700102002,371270102002,96,10
G37012700102003,371270102003,96,10
G37012700102004,371270102004,82,8
G37012700102005,371270102005,77,8
G37012700103001,371270103001,74,7
G37012700103002,371270103002,79,8
G37012700103003,371270103003,91,10
G37012700103004,371270103004,98,10
G37012700103005,371270103005,94,10
G37012700103006,371270103006,60,5
G37012700104001,371270104001,95,10
G37012700104002,371270104002,90,10
G37012700104003,371270104003,72,7
G37012700105021,371270105021,66,6
G37012700105022,371270105022,74,7
G37012700105023,371270105023,98,10
G37012700105024,371270105024,68,6
G37012700105025,371270105025,49,4
G37012700105031,371270105031,67,6
G37012700105032,371270105032,48,4
G37012700105041,371270105041,29,2
G37012700105042,371270105042,47,4
G37012700105043,371270105043,93,10
G37012700105044,371270105044,43,3
G37012700106011,371270106011,62,6
G37012700106021,371270106021,67,6
G37012700106022,371270106022,52,4
G37012700106023,371270106023,87,9
G37012700106024,371270106024,86,9
G37012700107001,371270107001,83,9
G37012700107002,371270107002,79,8
G37012700107003,371270107003,46,3
G37012700108001,371270108001,69,7
G37012700108002,371270108002,40,3
G37012700108003,371270108003,27,2
G37012700108004,371270108004,39,3
G37012700109001,371270109001,73,7
G37012700109002,371270109002,84,9
G37012700109003,371270109003,74,7
G37012700109004,371270109004,83,9
G37012700110001,371270110001,64,6
G37012700110002,371270110002,78,8
G37012700110003,371270110003,80,8
G37012700111011,371270111011,54,4
G37012700111012,371270111012,32,2
G37012700111022,371270111022,49,4
G37012700111023,371270111023,80,8
G37012700111024,371270111024,62,6
G37012700111025,371270111025,58,5
G37012700112001,371270112001,46,3
G37012700112002,371270112002,85,9
G37012700112003,371270112003,18,1
G37012700112004,371270112004,30,2
G37012700113001,371270113001,56,5
G37012700113002,371270113002,71,7
G37012700113003,371270113003,86,9
G37012700114001,371270114001,65,6
G37012700114002,371270114002,67,6
G37012700115001,371270115001,83,9
G37012700115002,371270115002,74,7
G37012700115003,371270115003,59,5
G37012700115004,371270115004,79,8
G37012700115005,371270115005,84,9
G37012900101001,371290101001,79,8
G37012900101002,371290101002,40,3
G37012900101003,371290101003,70,7
G37012900102001,371290102001,37,3
G37012900102002,371290102002,65,6
G37012900102003,371290102003,83,9
G37012900103001,371290103001,68,6
G37012900103002,371290103002,59,5
G37012900103003,371290103003,47,4
G37012900103004,371290103004,79,8
G37012900104001,371290104001,33,2
G37012900104002,371290104002,22,1
G37012900104003,371290104003,22,1
G37012900105011,371290105011,80,8
G37012900105012,371290105012,85,9
G37012900105013,371290105013,62,6
G37012900105021,371290105021,83,9
G37012900105022,371290105022,59,5
G37012900105023,371290105023,75,7
G37012900105024,371290105024,58,5
G37012900106001,371290106001,26,2
G37012900106002,371290106002,11,1
G37012900106003,371290106003,44,3
G37012900107001,371290107001,58,5
G37012900107002,371290107002,81,8
G37012900108001,371290108001,79,8
G37012900109001,371290109001,68,6
G37012900109002,371290109002,62,6
G37012900110001,371290110001,100,10
G37012900110002,371290110002,95,10
G37012900111001,371290111001,70,7
G37012900111002,371290111002,91,10
G37012900112001,371290112001,19,1
G37012900112002,371290112002,49,4
G37012900112003,371290112003,50,4
G37012900113001,371290113001,23,1
G37012900113002,371290113002,57,5
G37012900114001,371290114001,94,10
G37012900114002,371290114002,76,8
G37012900115001,371290115001,37,3
G37012900115002,371290115002,74,7
G37012900115003,371290115003,59,5
G37012900115004,371290115004,59,5
G37012900116031,371290116031,37,3
G37012900116032,371290116032,78,8
G37012900116033,371290116033,39,3
G37012900116034,371290116034,72,7
G37012900116035,371290116035,43,3
G37012900116051,371290116051,41,3
G37012900116052,371290116052,55,5
G37012900116061,371290116061,48,4
G37012900116062,371290116062,52,4
G37012900116071,371290116071,48,4
G37012900116072,371290116072,60,5
G37012900116073,371290116073,42,3
G37012900116081,371290116081,26,2
G37012900116082,371290116082,36,2
G37012900116083,371290116083,36,2
G37012900117011,371290117011,42,3
G37012900117012,371290117012,19,1
G37012900117031,371290117031,5,1
G37012900117032,371290117032,3,1
G37012900117051,371290117051,37,3
G37012900117052,371290117052,29,2
G37012900117053,371290117053,19,1
G37012900117054,371290117054,27,2
G37012900118001,371290118001,4,1
G37012900118002,371290118002,10,1
G37012900118003,371290118003,4,1
G37012900119021,371290119021,73,7
G37012900119022,371290119022,65,6
G37012900119023,371290119023,56,5
G37012900119024,371290119024,41,3
G37012900119031,371290119031,99,10
G37012900119032,371290119032,99,10
G37012900119033,371290119033,57,5
G37012900119035,371290119035,28,2
G37012900119041,371290119041,27,2
G37012900119042,371290119042,24,2
G37012900120011,371290120011,35,2
G37012900120012,371290120012,52,4
G37012900120013,371290120013,8,1
G37012900120014,371290120014,6,1
G37012900120041,371290120041,13,1
G37012900120042,371290120042,39,3
G37012900120061,371290120061,42,3
G37012900120062,371290120062,28,2
G37012900120071,371290120071,54,4
G37012900120072,371290120072,37,3
G37012900120081,371290120081,37,3
G37012900120082,371290120082,49,4
G37012900120091,371290120091,28,2
G37012900120092,371290120092,14,1
G37012900120093,371290120093,27,2
G37012900120101,371290120101,30,2
G37012900120102,371290120102,27,2
G37012900120103,371290120103,25,2
G37012900121011,371290121011,30,2
G37012900121012,371290121012,47,4
G37012900121013,371290121013,97,10
G37012900121031,371290121031,25,2
G37012900121032,371290121032,7,1
G37012900121041,371290121041,28,2
G37012900121042,371290121042,27,2
G37012900121051,371290121051,43,3
G37012900121052,371290121052,28,2
G37012900121053,371290121053,35,2
G37012900122011,371290122011,23,1
G37012900122012,371290122012,28,2
G37012900122013,371290122013,27,2
G37012900122021,371290122021,28,2
G37012900122022,371290122022,33,2
G37012900122023,371290122023,17,1
G37012900122031,371290122031,14,1
G37012900122032,371290122032,28,2
G37012900123001,371290123001,17,1
G37012900123002,371290123002,9,1
G37013109201001,371319201001,73,7
G37013109201002,371319201002,51,4
G37013109201003,371319201003,83,9
G37013109201004,371319201004,58,5
G37013109201005,371319201005,82,8
G37013109201006,371319201006,76,8
G37013109202001,371319202001,86,9
G37013109202002,371319202002,88,9
G37013109202003,371319202003,93,10
G37013109202004,371319202004,92,10
G37013109202005,371319202005,92,10
G37013109203001,371319203001,91,10
G37013109203002,371319203002,81,8
G37013109203003,371319203003,90,10
G37013109203004,371319203004,66,6
G37013109203006,371319203006,84,9
G37013109204011,371319204011,93,10
G37013109204012,371319204012,94,10
G37013109204013,371319204013,79,8
G37013109204021,371319204021,56,5
G37013109204022,371319204022,30,2
G37013300001021,371330001021,37,3
G37013300001022,371330001022,37,3
G37013300001023,371330001023,42,3
G37013300001024,371330001024,31,2
G37013300001031,371330001031,57,5
G37013300001032,371330001032,48,4
G37013300002011,371330002011,53,4
G37013300002012,371330002012,56,5
G37013300002013,371330002013,55,5
G37013300002014,371330002014,58,5
G37013300002021,371330002021,33,2
G37013300002022,371330002022,51,4
G37013300002023,371330002023,63,6
G37013300002024,371330002024,51,4
G37013300003011,371330003011,59,5
G37013300003012,371330003012,72,7
G37013300003013,371330003013,58,5
G37013300003021,371330003021,62,6
G37013300003022,371330003022,72,7
G37013300003023,371330003023,46,3
G37013300003024,371330003024,57,5
G37013300004011,371330004011,54,4
G37013300004012,371330004012,45,3
G37013300004021,371330004021,36,2
G37013300004022,371330004022,64,6
G37013300004023,371330004023,36,2
G37013300004031,371330004031,19,1
G37013300007001,371330007001,88,9
G37013300007002,371330007002,90,10
G37013300007003,371330007003,93,10
G37013300008001,371330008001,95,10
G37013300009002,371330009002,67,6
G37013300009003,371330009003,98,10
G37013300009004,371330009004,97,10
G37013300009005,371330009005,96,10
G37013300011011,371330011011,45,3
G37013300011012,371330011012,51,4
G37013300011013,371330011013,48,4
G37013300011021,371330011021,82,8
G37013300011022,371330011022,96,10
G37013300011023,371330011023,60,5
G37013300011024,371330011024,52,4
G37013300012001,371330012001,42,3
G37013300012002,371330012002,51,4
G37013300012003,371330012003,34,2
G37013300012004,371330012004,58,5
G37013300012005,371330012005,50,4
G37013300013001,371330013001,53,4
G37013300013002,371330013002,47,4
G37013300013003,371330013003,72,7
G37013300013004,371330013004,42,3
G37013300014001,371330014001,30,2
G37013300014002,371330014002,44,3
G37013300014003,371330014003,50,4
G37013300014004,371330014004,40,3
G37013300015001,371330015001,64,6
G37013300015002,371330015002,79,8
G37013300017001,371330017001,59,5
G37013300017002,371330017002,75,7
G37013300018002,371330018002,66,6
G37013300021001,371330021001,47,4
G37013300021002,371330021002,53,4
G37013300021003,371330021003,42,3
G37013300022011,371330022011,38,3
G37013300022012,371330022012,50,4
G37013300022021,371330022021,48,4
G37013300022022,371330022022,94,10
G37013300022023,371330022023,79,8
G37013300022024,371330022024,97,10
G37013300023001,371330023001,72,7
G37013300023002,371330023002,48,4
G37013300024001,371330024001,55,5
G37013300024002,371330024002,58,5
G37013300024003,371330024003,92,10
G37013300024004,371330024004,87,9
G37013300024005,371330024005,66,6
G37013300025001,371330025001,100,10
G37013300025002,371330025002,56,5
G37013300026001,371330026001,86,9
G37013300026002,371330026002,71,7
G37013300026003,371330026003,98,10
G37013300026004,371330026004,85,9
G37013300028001,371330028001,56,5
G37013300028002,371330028002,54,4
G37013300028003,371330028003,60,5
G37013300028004,371330028004,52,4
G37013300028005,371330028005,43,3
G37013500107011,371350107011,13,1
G37013500107031,371350107031,61,5
G37013500107032,371350107032,46,3
G37013500107033,371350107033,95,10
G37013500107034,371350107034,60,5
G37013500107041,371350107041,43,3
G37013500107042,371350107042,18,1
G37013500107043,371350107043,11,1
G37013500107051,371350107051,24,2
G37013500107052,371350107052,40,3
G37013500107053,371350107053,67,6
G37013500107054,371350107054,100,10
G37013500107061,371350107061,5,1
G37013500107062,371350107062,11,1
G37013500108011,371350108011,54,4
G37013500108012,371350108012,41,3
G37013500108013,371350108013,39,3
G37013500108021,371350108021,44,3
G37013500108022,371350108022,30,2
G37013500109011,371350109011,26,2
G37013500109012,371350109012,67,6
G37013500109013,371350109013,25,2
G37013500109021,371350109021,64,6
G37013500109022,371350109022,29,2
G37013500110001,371350110001,16,1
G37013500110002,371350110002,35,2
G37013500110003,371350110003,36,2
G37013500110004,371350110004,70,7
G37013500110005,371350110005,61,5
G37013500111011,371350111011,34,2
G37013500111012,371350111012,31,2
G37013500111013,371350111013,84,9
G37013500111014,371350111014,48,4
G37013500111015,371350111015,66,6
G37013500111021,371350111021,42,3
G37013500111022,371350111022,44,3
G37013500111023,371350111023,45,3
G37013500112021,371350112021,6,1
G37013500112022,371350112022,26,2
G37013500112023,371350112023,26,2
G37013500112031,371350112031,25,2
G37013500112032,371350112032,38,3
G37013500112033,371350112033,36,2
G37013500112041,371350112041,35,2
G37013500112042,371350112042,4,1
G37013500112051,371350112051,8,1
G37013500112052,371350112052,11,1
G37013500112053,371350112053,39,3
G37013500113001,371350113001,37,3
G37013500114001,371350114001,8,1
G37013500114002,371350114002,46,3
G37013500115001,371350115001,8,1
G37013500117002,371350117002,14,1
G37013500118001,371350118001,22,1
G37013500118002,371350118002,21,1
G37013500119011,371350119011,16,1
G37013500119012,371350119012,10,1
G37013500119013,371350119013,11,1
G37013500119021,371350119021,18,1
G37013500119022,371350119022,16,1
G37013500121001,371350121001,30,2
G37013500121002,371350121002,11,1
G37013500121003,371350121003,92,10
G37013500121004,371350121004,16,1
G37013500122011,371350122011,8,1
G37013500122012,371350122012,9,1
G37013500122021,371350122021,19,1
G37013500122022,371350122022,5,1
G37013500122023,371350122023,10,1
G37013709501011,371379501011,73,7
G37013709501012,371379501012,48,4
G37013709501022,371379501022,91,10
G37013709501023,371379501023,90,10
G37013709501024,371379501024,65,6
G37013709502011,371379502011,70,7
G37013709502012,371379502012,38,3
G37013709502013,371379502013,65,6
G37013709502014,371379502014,31,2
G37013709502021,371379502021,26,2
G37013709502022,371379502022,38,3
G37013909601001,371399601001,86,9
G37013909601002,371399601002,84,9
G37013909602001,371399602001,50,4
G37013909602002,371399602002,74,7
G37013909602003,371399602003,64,6
G37013909603001,371399603001,84,9
G37013909603002,371399603002,93,10
G37013909604001,371399604001,86,9
G37013909604002,371399604002,58,5
G37013909604003,371399604003,64,6
G37013909604004,371399604004,74,7
G37013909604005,371399604005,70,7
G37013909605011,371399605011,65,6
